file,name,return_type,args
src/client/animator.cpp,for,,int i = 0; i < m_animationPhases; ++i
src/client/animator.cpp,VALIDATE,,m_startPhase >= -1 && m_startPhase < m_animationPhases
src/client/animator.cpp,Animator::serialize,void,const FileStreamPtr& fin
src/client/animator.cpp,for,,auto& phase : m_phaseDurations
src/client/animator.cpp,Animator::setPhase,void,int phase
src/client/animator.cpp,if,,m_async
src/client/animator.cpp,calculateSynchronous,,
src/client/animator.cpp,Animator::getPhase,int,
src/client/animator.cpp,if,,ticks != m_lastPhaseTicks && !m_isComplete
src/client/animator.cpp,if,,elapsedTicks >= m_currentDuration
src/client/animator.cpp,if,,m_phase != phase
src/client/animator.cpp,if,,duration < 0 && !m_async
src/client/animator.cpp,calculateSynchronous,,
src/client/animator.cpp,Animator::getPhaseAt,int,"Timer& timer, int lastPhase"
src/client/animator.cpp,for,,int i = lastPhase; i < m_animationPhases; ++i
src/client/animator.cpp,if,,time < phaseDuration
src/client/animator.cpp,for,,const auto &pair : m_phaseDurations
src/client/animator.cpp,if,,time < total
src/client/animator.cpp,Animator::getStartPhase,int,
src/client/animator.cpp,Animator::resetAnimation,void,
src/client/animator.cpp,setPhase,,AnimPhaseAutomatic
src/client/animator.cpp,Animator::getPingPongPhase,int,
src/client/animator.cpp,if,,nextPhase < 0 || nextPhase >= m_animationPhases
src/client/animator.cpp,Animator::getLoopPhase,int,
src/client/animator.cpp,Animator::getPhaseDuration,int,int phase
src/client/animator.cpp,Animator::calculateSynchronous,void,
src/client/animator.cpp,for,,int i = 0; i < m_animationPhases; i++
src/client/animator.cpp,if,,elapsedTicks >= totalTime && elapsedTicks < totalTime + duration
src/client/animator.cpp,Animator::getTotalDuration,ticks_t,
src/client/animator.cpp,for,,const auto &pair: m_phaseDurations
src/client/animator.h,Animator,public:,
src/client/animator.h,unserialize,void,"int animationPhases, const FileStreamPtr& fin"
src/client/animator.h,serialize,void,const FileStreamPtr& fin
src/client/animator.h,setPhase,void,int phase
src/client/animator.h,getPhase,int,
src/client/animator.h,getPhaseAt,int,"Timer& timer, int lastPhase = 0"
src/client/animator.h,getStartPhase,int,
src/client/animator.h,getAnimationPhases,int,
src/client/animator.h,isAsync,bool,
src/client/animator.h,isComplete,bool,
src/client/animator.h,getTotalDuration,ticks_t,
src/client/animator.h,resetAnimation,void,
src/client/animator.h,getPingPongPhase,private: int,
src/client/animator.h,getLoopPhase,int,
src/client/animator.h,getPhaseDuration,int,int phase
src/client/animator.h,calculateSynchronous,void,
src/client/client.cpp,Client::init,void,std::vector<std::string>& args
src/client/client.cpp,registerLuaFunctions,,
src/client/client.cpp,Client::terminate,void,
src/client/client.h,init,public: void,std::vector<std::string>& args
src/client/client.h,terminate,void,
src/client/client.h,registerLuaFunctions,void,
src/client/container.cpp,Container::getItem,ItemPtr,int slot
src/client/container.cpp,Container::onOpen,void,const ContainerPtr& previousContainer
src/client/container.cpp,callLuaField,,"""onOpen"", previousContainer"
src/client/container.cpp,Container::onClose,void,
src/client/container.cpp,callLuaField,,"""onClose"""
src/client/container.cpp,Container::onAddItem,void,"const ItemPtr& item, int slot"
src/client/container.cpp,if,,m_hasPages && slot > m_capacity
src/client/container.cpp,callLuaField,,"""onSizeChange"", m_size"
src/client/container.cpp,updateItemsPositions,,
src/client/container.cpp,callLuaField,,"""onSizeChange"", m_size"
src/client/container.cpp,callLuaField,,"""onAddItem"", slot, item"
src/client/container.cpp,Container::findItemById,ItemPtr,"uint itemId, int subType"
src/client/container.cpp,Container::onAddItems,void,const std::vector<ItemPtr>& items
src/client/container.cpp,updateItemsPositions,,
