from_file,to_include,kind
src/framework/ui/uimanager.h,framework/core/inputevent.h,system
src/framework/ui/uimanager.h,framework/otml/declarations.h,system
src/framework/ui/uitextedit.cpp,uitextedit.h,local
src/framework/ui/uitextedit.cpp,uimanager.h,local
src/framework/ui/uitextedit.cpp,uitranslator.h,local
src/framework/ui/uitextedit.cpp,framework/graphics/bitmapfont.h,system
src/framework/ui/uitextedit.cpp,framework/graphics/graphics.h,system
src/framework/ui/uitextedit.cpp,framework/platform/platformwindow.h,system
src/framework/ui/uitextedit.cpp,framework/core/clock.h,system
src/framework/ui/uitextedit.cpp,framework/otml/otmlnode.h,system
src/framework/ui/uitextedit.cpp,framework/core/application.h,system
src/framework/ui/uitextedit.cpp,framework/graphics/fontmanager.h,system
src/framework/ui/uitextedit.h,uiwidget.h,local
src/framework/ui/uitranslator.cpp,uitranslator.h,local
src/framework/ui/uitranslator.cpp,framework/stdext/string.h,system
src/framework/ui/uitranslator.cpp,boost/algorithm/string.hpp,system
src/framework/ui/uitranslator.h,../const.h,local
src/framework/ui/uitranslator.h,string,system
src/framework/ui/uiverticallayout.cpp,uiverticallayout.h,local
src/framework/ui/uiverticallayout.cpp,uiwidget.h,local
src/framework/ui/uiverticallayout.cpp,framework/core/eventdispatcher.h,system
src/framework/ui/uiverticallayout.h,uiboxlayout.h,local
src/framework/ui/uiwidget.cpp,uiwidget.h,local
src/framework/ui/uiwidget.cpp,uimanager.h,local
src/framework/ui/uiwidget.cpp,uianchorlayout.h,local
src/framework/ui/uiwidget.cpp,uitranslator.h,local
src/framework/ui/uiwidget.cpp,framework/core/eventdispatcher.h,system
src/framework/ui/uiwidget.cpp,framework/otml/otmlnode.h,system
src/framework/ui/uiwidget.cpp,framework/graphics/graphics.h,system
src/framework/ui/uiwidget.cpp,framework/platform/platformwindow.h,system
src/framework/ui/uiwidget.cpp,framework/graphics/texturemanager.h,system
src/framework/ui/uiwidget.cpp,framework/core/application.h,system
src/framework/ui/uiwidget.cpp,framework/luaengine/luainterface.h,system
src/framework/ui/uiwidget.cpp,framework/util/stats.h,system
src/framework/ui/uiwidget.cpp,framework/util/extras.h,system
src/framework/ui/uiwidget.cpp,framework/input/mouse.h,system
src/framework/ui/uiwidget.h,declarations.h,local
src/framework/ui/uiwidget.h,uilayout.h,local
src/framework/ui/uiwidget.h,framework/luaengine/luaobject.h,system
src/framework/ui/uiwidget.h,framework/graphics/declarations.h,system
src/framework/ui/uiwidget.h,framework/otml/otmlnode.h,system
src/framework/ui/uiwidget.h,framework/graphics/bitmapfont.h,system
src/framework/ui/uiwidget.h,framework/graphics/coordsbuffer.h,system
src/framework/ui/uiwidget.h,framework/core/timer.h,system
src/framework/ui/uiwidgetbasestyle.cpp,uiwidget.h,local
src/framework/ui/uiwidgetbasestyle.cpp,uihorizontallayout.h,local
src/framework/ui/uiwidgetbasestyle.cpp,uiverticallayout.h,local
src/framework/ui/uiwidgetbasestyle.cpp,uigridlayout.h,local
src/framework/ui/uiwidgetbasestyle.cpp,uianchorlayout.h,local
src/framework/ui/uiwidgetbasestyle.cpp,uitranslator.h,local
src/framework/ui/uiwidgetbasestyle.cpp,framework/graphics/painter.h,system
src/framework/ui/uiwidgetbasestyle.cpp,framework/graphics/texture.h,system
src/framework/ui/uiwidgetbasestyle.cpp,framework/graphics/texturemanager.h,system
src/framework/ui/uiwidgetimage.cpp,uiwidget.h,local
src/framework/ui/uiwidgetimage.cpp,framework/graphics/painter.h,system
src/framework/ui/uiwidgetimage.cpp,framework/graphics/image.h,system
src/framework/ui/uiwidgetimage.cpp,framework/graphics/texture.h,system
src/framework/ui/uiwidgetimage.cpp,framework/graphics/texturemanager.h,system
src/framework/ui/uiwidgetimage.cpp,framework/graphics/graphics.h,system
src/framework/ui/uiwidgetimage.cpp,framework/util/crypt.h,system
src/framework/ui/uiwidgettext.cpp,uiwidget.h,local
src/framework/ui/uiwidgettext.cpp,uitranslator.h,local
src/framework/ui/uiwidgettext.cpp,framework/graphics/fontmanager.h,system
src/framework/ui/uiwidgettext.cpp,framework/graphics/painter.h,system
src/framework/ui/uiwidgettext.cpp,framework/core/application.h,system
src/framework/util/color.cpp,color.h,local
src/framework/util/color.h,../stdext/types.h,local
src/framework/util/color.h,../stdext/cast.h,local
src/framework/util/color.h,../stdext/string.h,local
src/framework/util/color.h,../const.h,local
src/framework/util/color.h,iomanip,system
src/framework/util/color.h,algorithm,system
src/framework/util/color.h,sstream,system
src/framework/util/crypt.cpp,crypt.h,local
src/framework/util/crypt.cpp,framework/stdext/math.h,system
src/framework/util/crypt.cpp,framework/core/logger.h,system
src/framework/util/crypt.cpp,framework/core/resourcemanager.h,system
src/framework/util/crypt.cpp,framework/platform/platform.h,system
src/framework/util/crypt.cpp,framework/core/application.h,system
src/framework/util/crypt.cpp,boost/uuid/uuid_generators.hpp,system
src/framework/util/crypt.cpp,boost/uuid/uuid_io.hpp,system
src/framework/util/crypt.cpp,boost/functional/hash.hpp,system
src/framework/util/crypt.cpp,openssl/rsa.h,system
src/framework/util/crypt.cpp,openssl/sha.h,system
src/framework/util/crypt.cpp,openssl/md5.h,system
src/framework/util/crypt.cpp,openssl/bn.h,system
src/framework/util/crypt.cpp,openssl/err.h,system
src/framework/util/crypt.cpp,zlib.h,system
src/framework/util/crypt.h,../stdext/types.h,local
src/framework/util/crypt.h,string,system
src/framework/util/crypt.h,boost/uuid/uuid.hpp,system
src/framework/util/extras.cpp,extras.h,local
src/framework/util/extras.cpp,numeric,system
src/framework/util/extras.cpp,algorithm,system
src/framework/util/extras.cpp,sstream,system
src/framework/util/extras.h,string,system
src/framework/util/extras.h,map,system
src/framework/util/extras.h,framework/core/logger.h,system
src/framework/util/extras.h,deque,system
src/framework/util/framecounter.h,atomic,system
src/framework/util/framecounter.h,list,system
src/framework/util/framecounter.h,../stdext/time.h,local
src/framework/util/matrix.h,array,system
src/framework/util/matrix.h,cstring,system
src/framework/util/matrix.h,initializer_list,system
src/framework/util/matrix.h,sstream,system
src/framework/util/pngunpacker.cpp,pngunpacker.h,local
src/framework/util/pngunpacker.h,framework/core/declarations.h,system
src/framework/util/pngunpacker.h,framework/core/filestream.h,system
src/framework/util/pngunpacker.h,framework/graphics/declarations.h,system
src/framework/util/point.h,../stdext/types.h,local
src/framework/util/point.h,sstream,system
src/framework/util/point.h,cmath,system
src/framework/util/qrcodegen.c,assert.h,system
src/framework/util/qrcodegen.c,limits.h,system
src/framework/util/qrcodegen.c,stdlib.h,system
src/framework/util/qrcodegen.c,string.h,system
src/framework/util/qrcodegen.c,qrcodegen.h,local
src/framework/util/qrcodegen.h,stdbool.h,system
src/framework/util/qrcodegen.h,stddef.h,system
src/framework/util/qrcodegen.h,stdint.h,system
src/framework/util/rect.h,../stdext/types.h,local
src/framework/util/rect.h,../const.h,local
src/framework/util/rect.h,sstream,system
src/framework/util/size.h,point.h,local
src/framework/util/size.h,../const.h,local
src/framework/util/stats.cpp,stats.h,local
src/framework/util/stats.cpp,fstream,system
src/framework/util/stats.cpp,sstream,system
src/framework/util/stats.cpp,iomanip,system
src/framework/util/stats.cpp,map,system
src/framework/util/stats.cpp,framework/stdext/time.h,system
src/framework/util/stats.cpp,framework/ui/uiwidget.h,system
src/framework/util/stats.cpp,framework/ui/ui.h,system
src/framework/util/stats.h,list,system
src/framework/util/stats.h,atomic,system
src/framework/util/stats.h,mutex,system
src/framework/util/stats.h,chrono,system
src/framework/util/stats.h,unordered_map,system
src/framework/util/stats.h,set,system
src/framework/util/stats.h,string,system
src/framework/xml/tinystr.cpp,framework/global.h,system
src/framework/xml/tinystr.cpp,tinystr.h,local
src/framework/xml/tinystr.h,string.h,system
src/framework/xml/tinyxml.cpp,framework/global.h,system
src/framework/xml/tinyxml.cpp,ctype.h,system
src/framework/xml/tinyxml.cpp,sstream,system
src/framework/xml/tinyxml.cpp,iostream,system
src/framework/xml/tinyxml.cpp,tinyxml.h,local
src/framework/xml/tinyxml.h,ctype.h,system
src/framework/xml/tinyxml.h,stdio.h,system
src/framework/xml/tinyxml.h,stdlib.h,system
src/framework/xml/tinyxml.h,string.h,system
src/framework/xml/tinyxml.h,framework/const.h,system
src/framework/xml/tinyxml.h,framework/stdext/cast.h,system
src/framework/xml/tinyxml.h,framework/stdext/string.h,system
src/framework/xml/tinyxml.h,string,system
src/framework/xml/tinyxml.h,iostream,system
src/framework/xml/tinyxml.h,sstream,system
src/framework/xml/tinyxml.h,tinystr.h,local
src/framework/xml/tinyxmlerror.cpp,framework/global.h,system
src/framework/xml/tinyxmlerror.cpp,tinyxml.h,local
src/framework/xml/tinyxmlparser.cpp,framework/global.h,system
src/framework/xml/tinyxmlparser.cpp,ctype.h,system
src/framework/xml/tinyxmlparser.cpp,stddef.h,system
src/framework/xml/tinyxmlparser.cpp,tinyxml.h,local
src/framework/xml/tinyxmlparser.cpp,windows.h,system
