widget_or_type,file,line,anchor
nextCategory,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,196,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-a46e04f4a8`
category,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,203,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-ddb0ec6250`
previousSource,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,210,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-c442c602a4`
nextSource,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,216,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-1475d8941a`
source,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,223,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-d4d6d143da`
previousRange,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,230,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-e118d61e3d`
nextRange,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,236,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-8b309095c6`
range,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,242,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-741ab48563`
monsters,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,248,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-9e41b7a6e5`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,258,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-5ea60fee2a`
manaPercent,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,267,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-09ed5388bc`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,279,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-eb6bc5593c`
creatures,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,286,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-4eb478a160`
orMore,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,298,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-dd1f6c71c0`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,305,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-3d1b4049f6`
minHp,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,312,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-304883a390`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,324,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-2dc988778e`
maxHp,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,331,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-36f3cec19f`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,343,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-f98f487d66`
cooldown,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,350,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-e91020d1e7`
up,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,363,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-bcf6a7203e`
down,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,374,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-bb43831fb9`
addEntry,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,384,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-da1d58eaac`
itemId,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,393,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-85e320448e`
spellName,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,401,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-cb14e56e15`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,413,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-55e9ad8fae`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,419,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-b764d34864`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,427,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-ab68e62521`
profileName,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,436,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-3405ea2002`
resetSettings,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,445,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-63029b954a`
IgnoreMana,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,452,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-466bb17e1c`
Kills,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,460,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-f5d3494aec`
KillsAmount,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,471,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-5f4e8fba38`
Rotate,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,483,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-4d3859a2ea`
Cooldown,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,491,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-7f50a124fb`
Visible,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,499,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-4b88d1298d`
PvpMode,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,507,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-5a9836f037`
PvpSafe,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,515,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-9ad3b4eeb5`
Training,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,523,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-fdc0e0148c`
BlackListSafe,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,531,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-9e7ec29f38`
AntiRsRange,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,540,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-be4b916c79`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,552,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-8bb98fc905`
mainLabel,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,558,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-d7bf502f3c`
settingsPanel,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,570,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-b3d547c3fb`
settingsLabel,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,577,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-0dae6e8e44`
mainPanel,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,586,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-7e04b68782`
shooterLabel,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,594,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-da6a523b6f`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,604,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-51976c387f`
closeButton,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,610,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-784957fa02`
settings,modules/modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.otui,618,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-attackbot-bef148aa88`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,1,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-662b1c82cb`
label,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,7,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-9e850ce940`
label,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,15,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-bab54409fd`
Channel,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,24,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-095c191c8b`
Random,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,33,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-4c4d13dc92`
label,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,43,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-f7613f4053`
ServerStatus,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,52,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-7aa2e46d50`
Participants,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,61,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-6fa2c0b6b1`
Members,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,70,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-8e96a1ef01`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,78,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-962ed6dadb`
title,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,84,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-852fc96455`
sep,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,91,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-38aecc8753`
Feature1,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,98,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-290baf1234`
Feature2,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,106,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-b47360c1ea`
Feature3,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,114,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-13e64ba2f5`
Feature4,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,122,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-33a9855b7c`
Feature5,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,130,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-d72e8e8361`
broadcastText,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,139,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-e52776c765`
Broadcast,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,148,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-5522ef351d`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,158,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-7a68afe468`
Data,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,163,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-2bfc9762fd`
Features,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,168,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-eb5e9c4f47`
separator,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,174,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-e441f04acd`
closeButton,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,181,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-9f7e487f9f`
enabled,modules/modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.otui,191,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-botserver-8a4e157e12`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,1,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-4ca15e09ab`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,2,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-ed5abef886`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,3,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-b46f2410ee`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,8,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-1d19b2f602`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,9,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-69a93e838f`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,10,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-78b5603a8b`
trigger,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,17,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-eff1debdcd`
triggerLabel1,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,24,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-e770b64b5c`
leaderLabel,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,33,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-38cf2093db`
onSayLeader,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,40,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-0f02f8e332`
phrase,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,49,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-83c71d7aad`
onSayPhrase,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,56,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-e88c1bd8c4`
onSayToggle,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,65,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-b054b81752`
triggerLabel2,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,72,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-a54a1a768d`
leaderLabel1,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,80,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-595d251712`
onShootLeader,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,87,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-2b5ed5559c`
onShootToggle,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,97,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-7ae53fd45e`
triggerLabel3,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,104,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-cd9ce81b53`
leaderLabel2,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,112,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-3272395166`
onCastLeader,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,119,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-88c0182f77`
onCastToggle,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,129,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-90d76f1c08`
actions,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,136,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-f17e7074ea`
label1,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,143,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-91f8e282f8`
followLeader,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,153,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-1fe0e5740d`
followLeaderToggle,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,162,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-111f1fbf44`
label2,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,169,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-71099effb7`
attackLeaderTarget,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,177,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-823ad8722a`
attackLeaderTargetToggle,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,186,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-ec18242a2c`
label3,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,193,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-c328c539ac`
attackSpell,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,201,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-68f3a36e50`
attackSpellToggle,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,211,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-4bc168bb66`
label4,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,218,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-7c5630924b`
attackItem,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,226,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-01cfa89c84`
attackItemToggle,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,232,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-fc21eacc85`
commandsToggle,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,238,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-605ffe5c36`
server,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,249,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-e68e808eb5`
labelX,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,256,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-f84468403f`
botServerLeader,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,266,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-eaa5948c1c`
partyButton,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,276,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-0a41b49f56`
botServerToggle,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,286,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-0dfdbe571e`
targetServerLeaderToggle,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,297,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-b7e0f8bb5f`
Triggers,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,306,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-57d434aeaf`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,317,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-3ac09e5eb4`
trigger,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,322,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-1dc3de2199`
title,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,328,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-c912eefc66`
actions,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,336,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-bd5dba34b0`
title,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,342,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-cb4599c343`
server,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,351,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-8ad1bc7602`
title,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,357,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-4ab0be651d`
separator,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,366,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-a0371b99f2`
closeButton,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,373,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-348baedd7a`
toolsButton,modules/modules/game_bot/default_configs/vBot_4.8/vBot/combo.otui,383,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-combo-otu-90b8111085`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,1,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-016e5d6d5c`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,2,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-77dc5e66a5`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,3,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-e02ec18090`
Cure,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,8,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-97d3deeb07`
label1,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,15,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-3a700254fe`
label11,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,25,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-64bd889a80`
PoisonCost,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,33,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-0018a373bd`
CurePoison,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,41,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-4fda0dd1ea`
label2,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,47,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-4373fa5d37`
label22,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,56,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-041d9450a0`
CurseCost,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,64,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-c4b50ebecf`
CureCurse,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,72,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-c478a74af9`
label3,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,78,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-14274dd456`
label33,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,87,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-4c253cf059`
BleedCost,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,95,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-29fdda4688`
CureBleed,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,103,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-5056a076ab`
label4,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,109,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-55a5991f8d`
label44,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,118,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-a5498395b6`
BurnCost,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,126,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-96aea675a8`
CureBurn,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,134,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-c52973f321`
label5,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,140,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-b09d968250`
label55,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,149,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-4d8e96e926`
ElectrifyCost,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,157,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-f19d97f92b`
CureElectrify,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,165,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-d84fe31dfa`
label6,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,171,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-651169b648`
label66,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,180,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-72a267b768`
ParalyseCost,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,188,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-7b5a1a0b3e`
CureParalyse,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,196,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-bd0bdcb424`
label7,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,202,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-8ebb27c58c`
ParalyseSpell,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,211,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-706da03753`
